PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,RESTRIÇÃO HOSPITALAR
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,1055302560044,REDUCTIL,15 MG CAP GEL DURA CT BL AL PVC/PVDC INC X 30,"A08A0 - PREPARADOS ANORÉXICOS, EXCETO OS DIETÉTICOS",Não
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,1004309830069,SIBUS,15 MG CAP GEL DURA CT BL AL PLAS INC X 60,"A08A0 - PREPARADOS ANORÉXICOS, EXCETO OS DIETÉTICOS",Não
CLORIDRATO DE SOTALOL,1558404960031,CLORIDRATO DE SOTALOL,120 MG COM CT BL AL PLAS TRANS X 30,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1121303270025,CLORIDRATO DE SOTALOL,120 MG COM CT BL AL PLAS INC X 30 ,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1018001280080,SOTACOR,120 MG COM CT FR PLAS OPC X 30,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1558404960161,CLORIDRATO DE SOTALOL,160 MG COM CT BL AL PLAS TRANS 20,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1008902810023,CLORIDRATO DE SOTALOL,160 MG COM CT FR PLAS OPC X 30,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1121303270051,CLORIDRATO DE SOTALOL,160 MG COM CT BL AL PLAS INC X 20  ,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1018001280056,SOTACOR,160 MG COM CT 2 BL AL PLAS INC X 10,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1004703250017,CLORIDRATO DE SOTALOL,160 MG COM CT BL AL  PLAS INC X 20 ,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1004702840066,SOTAHEXAL,160 MG COM CT BL AL PLAS INC X 20,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1004702840120,SOTAHEXAL,160 MG COM CT BL AL PVC/PE/PVDC X 20,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE SOTALOL,1004702840139,SOTAHEXAL,160 MG COM CT BL AL PVC/PE/PVDC X 30,C07A0 - BETABLOQUEADORES PUROS,Não
CLORIDRATO DE TANSULOSINA,1036701050051,SECOTEX,"0,4 MG COM REV CT BL AL/AL X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1036701050043,SECOTEX,"0,4 MG COM REV CT BL AL/AL X 20",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1771700030017,OMNIC OCAS,"0,4 MG COM REV CT BL AL AL X 10",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1771700030025,OMNIC OCAS,"0,4 MG COM REV CT BL AL AL X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1771700030033,OMNIC OCAS,"0,4 MG COM REV CT BL AL AL X 60",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1771700030041,OMNIC OCAS,"0,4 MG COM REV CT BL AL AL X 90",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301840019,TASULIL,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS INC X 20",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301840027,TASULIL,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS INC X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301840035,TASULIL,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS INC X 100 (EMB HOSP)",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1542301840043,TASULIL,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS INC X 500 (EMB HOSP)",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1010702870016,COMBODART,"0,5 MG + 0,4 MG CAP GEL DURA CT FR PLAS OPC X 07",G04C4 - BPH COMBINAÇÕES DE ALFA-ANTAGONISTAS E INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE,Não
CLORIDRATO DE TANSULOSINA,1010702870024,COMBODART,"0,5 MG + 0,4 MG CAP GEL DURA CT FR PLAS OPC X 30",G04C4 - BPH COMBINAÇÕES DE ALFA-ANTAGONISTAS E INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE,Não
CLORIDRATO DE TANSULOSINA,1010702870040,COMBODART,"0,5 MG + 0,4 MG CAP GEL DURA CT LIB PROL FR PLAS OPC X 90",G04C4 - BPH COMBINAÇÕES DE ALFA-ANTAGONISTAS E INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE,Não
CLORIDRATO DE TANSULOSINA,1010702870032,COMBODART,"0,5 MG + 0,4 MG CAP GEL DURA CT LIB PROL  FR PLAS OPC X 60",G04C4 - BPH COMBINAÇÕES DE ALFA-ANTAGONISTAS E INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE,Não
CLORIDRATO DE TANSULOSINA,1542301820018,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 20",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301820026,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301820034,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 100 (EMB HOSP)",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1542301820042,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 500 (EMB HOSP)",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1542301820050,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 60",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1542301820069,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 120 (EMB HOSP) ",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1542301820077,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP GEL DURA LIB PROL CT BL AL PLAS TRANS X 450 (EMB HOSP) ",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Sim
CLORIDRATO DE TANSULOSINA,1049202010056,CLORIDRATO DE TANSULOSINA,"0,4 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1049202110042,STUB,"0,4 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 20",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1049202110050,STUB,"0,4 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1049202110026,STUB,"0,4 MG CAP DURA LIB PROL CT BL AL PLAS TRANS X 10",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1221400250013,TAMSULON,"0,4 MG CAP GEL DURA CT BL AL PLAS INC X 20",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TANSULOSINA,1221400250021,TAMSULON,"0,4 MG CAP GEL DURA CT BL AL PLAS INC X 30",G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TAPENTADOL,1123634070100,PALEXIS,50MG COM REV LIB PROL OR CT BL PVC INC PE AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070161,PALEXIS,100MG COM REV OR CT BL PVC INC AL X 10,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070178,PALEXIS,100MG COM REV OR CT BL PVC INC AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070186,PALEXIS,100MG COM REV OR CT BL PVC INC AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070194,PALEXIS,100MG COM REV OR CT BL PVC INC AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070208,PALEXIS,100MG COM REV OR CT BL PVC INC AL X 100,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070011,PALEXIS,50MG COM REV OR CT BL PVC INC AL X 10 ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070021,PALEXIS,50MG COM REV OR CT BL PVC INC AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070038,PALEXIS,50MG COM REV OR CT BL PVC INC AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070046,PALEXIS,50MG COM REV OR CT BL PVC INC AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070054,PALEXIS,50MG COM REV OR CT BL PVC INC AL X 100 ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070119,PALEXIS,75MG COM REV OR CT BL PVC INC AL X 10,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070127,PALEXIS,75MG COM REV OR CT BL PVC INC AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070135,PALEXIS,75MG COM REV OR CT BL PVC INC AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070143,PALEXIS,75MG COM REV OR CT BL PVC INC AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070151,PALEXIS,75MG COM REV OR CT BL PVC INC AL X 100,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070216,PALEXIS,100MG COM REV LIB PROL OR CT BL PVC INC PE AL X 10,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070224,PALEXIS,100MG COM REV LIB PROL OR CT BL PVC INC PE AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070240,PALEXIS,100MG COM REV LIB PROL OR CT BL PVC INC PE AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070259,PALEXIS,100MG COM REV LIB PROL OR CT BL PVC INC PE AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070267,PALEXIS,150MG COM REV LIB PROL OR CT BL PVC INC PE AL X 10,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070275,PALEXIS,150MG COM REV LIB PROL OR CT BL PVC INC PE AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070291,PALEXIS,150MG COM REV LIB PROL OR CT BL PVC INC PE AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070305,PALEXIS,150MG COM REV LIB PROL OR CT BL PVC INC PE AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070313,PALEXIS,200MG COM REV LIB PROL OR CT BL PVC INC PE AL X 10  ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070321,PALEXIS,200MG COM REV LIB PROL OR CT BL PVC INC PE AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070348,PALEXIS,200MG COM REV LIB PROL OR CT BL PVC INC PE AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070356,PALEXIS,200MG COM REV LIB PROL OR CT BL PVC INC PE AL X 60 ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070364,PALEXIS,250MG COM REV LIB PROL OR CT BL PVC INC PE AL X 10 ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070372,PALEXIS,250MG COM REV LIB PROL OR CT BL PVC INC PE AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070399,PALEXIS,250MG COM REV LIB PROL OR CT BL PVC INC PE AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070402,PALEXIS,250MG COM REV LIB PROL OR CT BL PVC INC PE AL X 60,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070062,PALEXIS,50MG COM REV LIB PROL OR CT BL PVC INC PE AL X 10 ,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070070,PALEXIS,50MG COM REV LIB PROL OR CT BL PVC INC PE AL X 20,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TAPENTADOL,1123634070097,PALEXIS,50MG COM REV LIB PROL OR CT BL PVC INC PE AL X 30,N02A0 - ANALGÉSICOS NARCÓTICOS,Não
CLORIDRATO DE TERAZOSINA,1055301840094,HYTRIN,2 MG COM CT BL AL PLAS INC X 14,G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TERAZOSINA,1055301840116,HYTRIN,5 MG COM CT 2 BL AL PLAS INC X 15,G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TERAZOSINA,1055301840108,HYTRIN,5 MG COM CT BL AL PLAS INC X 15,G04C2 - BPH ANTAGONISTAS ALFA-ADRENÉRGICOS PUROS,Não
CLORIDRATO DE TERBINAFINA,1049711270031,TERTOP,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1018103500012,CLORIDRATO DE TERBINAFINA,125 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1006800730067,LAMISIL,125 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1558900070047,CEREMIL,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1558900070020,CEREMIL,250 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1018103500047,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X  14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1018103500039,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X  7,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1018103500055,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1049201810032,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS OPC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1049201810059,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS OPC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1121304250028,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1121304250044,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1006800730040,LAMISIL,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1006800730032,LAMISIL,250 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1006800730083,LAMISIL,250 MG COM CT BL AL PLAS INC X 7,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1023505610064,CLOR. TERBINAFINA,250 MG 2 BL X 7 COMP,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Sim
CLORIDRATO DE TERBINAFINA,1023505610080,CLOR. TERBINAFINA,250 MG 4 BL X 7 COMP,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1023505610072,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X  28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1057304120021,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1057304120048,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1256801980023,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1256801980031,CLORIDRATO DE TERBINAFINA,250 MG COM CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1029802970056,FUNTYL,250 MG COM REV CT BL AL PLAS INC X 14,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1029802970064,FUNTYL,250 MG COM REV CT BL AL PLAS INC X 28,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Não
CLORIDRATO DE TERBINAFINA,1134301500017,CLORIDRATO DE TERBINAFINA,10 MG/G CREM CT BG AL X 20 G ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1029802970072,FUNTYL,10 MG/G CREM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006800730148,LAMISIL CREME,"10 MG/G CREME CT TB AL X 7,5 G",D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006800730199,LAMISIL CREME,10 MG/G CREME CT TB AL X 15 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1023504800013,CLOR. TERBINAFINA,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1256800650011,CLORIDRATO DE TERBINAFINA,10 MG/G CREM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1677300090041,CLORIDRATO DE TERBINAFINA,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1018103470016,CLORIDRATO DE TERBINAFINA,10 MG/G CREM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1037005570047,CLORIDRATO DE TERBINAFINA,10 MG/G CREM DERM CT BG AL X 20G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1046504810018,CLORIDRATO DE TERBINAFINA,10MG/G CREM DERM CT BG AL X 20G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1046504980010,LORENTIL,10 MG/G CREM DERM CT BG AL X 20 G ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1058305210049,CLORIDRATO DE TERBINAFINA,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006810630030,LAMISILATE,10 MG/G CREM DERM CT TB AL X 15 G ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006810630057,LAMISILATE,10 MG/G CREM DERM CT TB AL X 30 G ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006810630014,LAMISILATE,"10 MG/G CREM DERM CT TB AL X 7,5 G ",D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1037002700055,MICOSIL,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Sim
CLORIDRATO DE TERBINAFINA,1006810630121,LAMISILATE,10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1006810630138,LAMISILATE UMA VEZ,10 MG/G SOL FORM FILME CT BG AL X 4 G ,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TERBINAFINA,1256800590019,CLORIDRATO DE TERBINAFINA,10 MG/G SOL TOP CT FR PLAS X 30 ML,D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS,Não
CLORIDRATO DE TETRACICLINA,1018102930031,PARENZYME TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 8   ,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1037005670041,CLORIDRATO DE TETRACICLINA,500 MG CAP DURA CT STR AL X 500 (EMB HOSP),J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Sim
CLORIDRATO DE TETRACICLINA,1037005670017,CLORIDRATO DE TETRACICLINA,500 MG CAP DURA CT STR AL X 8,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1091700090036,TETRAMED,500 MG CAP CX STR X 100 ,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1091700710018,CLORIDRATO DE TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 8,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1091700710026,CLORIDRATO DE TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 80,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1091700090052,TETRAMED,500  MG CAP CX BL AL PLAS INC X 8,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1057700520030,TETRACINA,500 MG CAP GEL DURA CT STR X 100 ,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1057700520049,TETRACINA,500 MG CAP GEL DURA CT STR X 8,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1256800510031,MULTIGRAN,500 MG CAP GEL DURA CT 25 BL AL PLAS INC X 12,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1256801710026,CLORIDRATO DE TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 12,J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1256801710042,CLORIDRATO DE TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP),J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Sim
CLORIDRATO DE TETRACICLINA,1256801710069,CLORIDRATO DE TETRACICLINA,500 MG CAP GEL DURA CT BL AL PLAS INC X 140 (EMB FRAC),J01A0 - TETRACICLINAS E ASSOCIAÇÕES,Não
CLORIDRATO DE TETRACICLINA,1156000270013,CINATREX,"5MG/G POM OFT CT BG AL X 3,5G",S01A0 - ANTIINFECCIOS OFTALMOLÓGICOS,Não
CLORIDRATO DE TIAMINA,1097401650101,NERVEN,300 MG COM CT BL AL PLAS INC X 30 ,A11D3 - VITAMINA B1 PURA,Não
CLORIDRATO DE TIAMINA,1097401650144,NERVEN,300 MG COM CT FR PLAS OPC X30,A11D3 - VITAMINA B1 PURA,Não
