PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA
BROMOPRIDA,1130010350148,DIGESAN,10 MG CAP GEL DURA CT BL AL PLAS INC X 6,VÔMITO
BROMOPRIDA,1130010350016,DIGESAN,10 MG CAP GEL DURA CT BL AL PLAS INC X 20,VÔMITO
BROMOPRIDA,1356905710010,DIGESIGMA,10 MG CAP GEL DURA CT BL AL PLAS OPC X 20 ,VÔMITO
BROMOPRIDA,1356905710037,DIGESIGMA,10 MG CAP GEL DURA CT BL AL PLAS OPC X 60 (EMB FRAC),VÔMITO
BROMOPRIDA,1677301330044,BROMOPRIDA,10 MG CAP GEL DURA CT BL PLAS OPC X 20,VÔMITO
BROMOPRIDA,1558403040077,DIGESPRID,10 MG CAP GEL DURA CT BL AL PLAS INC X 20,VÔMITO
BROMOPRIDA,1558403040107,DIGESPRID,10 MG CAP GEL DURA CX BL AL PLAS INC X 500 (EMB HOSP),VÔMITO
BROMOPRIDA,1558404610055,BROMOPRIDA,10 MG CAP GEL DURA CT BL AL PLAS INC X 20,VÔMITO
BROMOPRIDA,1018104460022,BROMOPRIDA,10 MG CAP GEL DURA CT BL AL PLAS INC X 20 ,VÔMITO
BROMOPRIDA,1058306810041,BROMOPRIDA,10 MG CAP GEL DURA CT BL AL PLAS OPC X 20,VÔMITO
BROMOPRIDA,1055001390018,BROMOPAN,10 MG CAP GEL DURA CT 2 BL AL PLAS INC X 10,VÔMITO
BROMOPRIDA,1023509880041,BROMOPRIDA,10 MG CAP GEL DURA CT BL AL PLAS OPC X 20,VÔMITO
BROMOPRIDA,1023509870011,GASTROBENE,10 MG CAP GEL DURA CT BL AL PLAS OPC X 20,VÔMITO
BROMOPRIDA,1781700770018,PANGEST,10 MG CAPDURA CT BL AL PLAS TRANS X 20,VÔMITO
BROMOPRIDA,1005800270011,PRIDECIL,10 MG CAP GEL DURA  CT BL AL PLAS INC  X 20,VÔMITO
BROMOPRIDA,1005800270038,PRIDECIL,4 MG/ML SOL GOT CT FR GOT PLAS OPC X 10 ML,VÔMITO
BROMOPRIDA,1130010350067,DIGESAN,5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,VÔMITO
BROMOPRIDA,1130010350059,DIGESAN,5 MG/ML SOL INJ CT 6 AMP VD AMB X 2 ML,VÔMITO
BROMOPRIDA,1458700040016,BROMOGEX,5 MG/ML SOL INJ CT 5 AMP VD AMB X 2 ML,VÔMITO
BROMOPRIDA,1458700040024,BROMOGEX,5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1140200670035,BROMOPRIDA,5MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 2 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1134301300034,BROMOPRIDA,5 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1049713420039,BROMOPRIDA,5 MG/ML SOL INJ CT 50 AMP VD AMB X 2ML (EMB HOSP),VÔMITO
BROMOPRIDA,1003300280126,PLAMET,5MG/ML 05 AMP X 2ML,VÔMITO
BROMOPRIDA,1003300280045,PLAMET,5MG/ML 50 AMP X 2ML,VÔMITO
BROMOPRIDA,1130010350156,DIGESAN,4 MG/ML SOL OR CT BG PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1130010350075,DIGESAN,1 MG/ML SOL OR CT FR VD AMB X 120 ML + MED,VÔMITO
BROMOPRIDA,1130010350083,DIGESAN,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1053501710031,BROMOPRIDA,1 MG/ML SOL OR CT FR PLAS AMB X 120 ML + COP,VÔMITO
BROMOPRIDA,1677303050022,BROMOPRIDA,1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED,VÔMITO
BROMOPRIDA,1018103700011,BROMOPRIDA,1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED,VÔMITO
BROMOPRIDA,1053501710023,BROMOPRIDA,1 MG/ML SOL OR CT FR PLAS AMB X 120 ML,VÔMITO
BROMOPRIDA,1121303670015,BROMOPRIDA,"1,0 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED ",VÔMITO
BROMOPRIDA,1624100150013,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC X 20 ML,VÔMITO
BROMOPRIDA,1624100150021,BROMOPRIDA,4 MG/ML SOL OR CX 48 FR PLAS OPC X 20 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1624100150031,BROMOPRIDA,4 MG/ML SOL OR CX 96 FR PLAS OPC X 20 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1624100200029,DIGESOL,4 MG/ML SOL GOT CX 48 FR GOT PLAS OPC X 20 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1624100200037,DIGESOL,4 MG/ML SOL GOT CX 96 FR GOT PLAS OPC X 20 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1624100200010,DIGESOL,4 MG/ML SOL GOT CT FR GOT PLAS OPC X 20 ML,VÔMITO
BROMOPRIDA,1677303050049,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT,VÔMITO
BROMOPRIDA,1558403040018,DIGESPRID,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1558403040042,DIGESPRID,4 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 20 ML  (EMB HOSP),VÔMITO
BROMOPRIDA,1558404610012,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1018103710017,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT,VÔMITO
BROMOPRIDA,1018103710033,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1053501710015,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1037001270014,DIGESTIL,4 MG/ML SOL OR CT FR VD AMB GOT X 20 ML,VÔMITO
BROMOPRIDA,1037006620013,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB X 20 ML + GOT,VÔMITO
BROMOPRIDA,1046504840014,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ,VÔMITO
BROMOPRIDA,1008903090016,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ,VÔMITO
BROMOPRIDA,1058304350041,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT,VÔMITO
BROMOPRIDA,1055001390042,BROMOPAN,4 MG/ML SOL OR PEDIAT CT FR PLAS OPC X 20 ML + CGT,VÔMITO
BROMOPRIDA,1121303670023,BROMOPRIDA,"4,0 MG/ML SOL OR CT FR VD AMB GOT X 20 ML",VÔMITO
BROMOPRIDA,1023504860024,BROMOPRIDA,4 MG/ML SOL OR CT FR VD CGT X 20 ML,VÔMITO
BROMOPRIDA,1049700950093,DIGESTINA,4 MG/ML SOL OR CT FR VD AMB CGT X 20 ML,VÔMITO
BROMOPRIDA,1049713370015,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB GOT X 20 ML,VÔMITO
BROMOPRIDA,1004310240016,FÁGICO,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1004310230010,BROMOPRIDA,4MG/ML SOL OR CT FR PLAS OPC GOT X 20ML ,VÔMITO
BROMOPRIDA,1003300280130,PLAMET,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML (PEDIÁTRICO),VÔMITO
BROMOPRIDA,1476100050027,DIGEVITA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1267501070043,BROMOPRIDA,4 MG/ML SOL OR CT FR VD AMB X 20ML + CGT,VÔMITO
BROMOPRIDA,1256800930014,BROMOPRIDA,4 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 20 ML (EMB HOSP),VÔMITO
BROMOPRIDA,1256800930022,BROMOPRIDA,4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,VÔMITO
BROMOPRIDA,1049700950085,DIGESTINA,5 MG/ML SOL INJ CX 6 AMP VD AMB X 2 ML,VÔMITO
BUDESONIDA,1121301730142,BUSONID,200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60,FALTA DE AR
BUDESONIDA,1121301730134,BUSONID,200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 C/INAL,FALTA DE AR
BUDESONIDA,1121301730371,BUSONID CAPS,200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15,FALTA DE AR
BUDESONIDA,1121301730381,BUSONID CAPS,200 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15 C/INAL,FALTA DE AR
BUDESONIDA,1006800930066,MIFLONIDE,200 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 60 + INAL,FALTA DE AR
BUDESONIDA,1006800930058,MIFLONIDE,200 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 30 + INAL,FALTA DE AR
BUDESONIDA,1006800930023,MIFLONIDE,200 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 30,FALTA DE AR
BUDESONIDA,1121301730266,BUSONID,400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60,FALTA DE AR
BUDESONIDA,1121301730150,BUSONID,400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 60 C/INAL,FALTA DE AR
BUDESONIDA,1121301730401,BUSONID,400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15 C/INAL,FALTA DE AR
BUDESONIDA,1121301730398,BUSONID CAPS,400 MCG CAP GEL DURA PO INAL CT BL AL/PVDC X 15,FALTA DE AR
BUDESONIDA,1006800930082,MIFLONIDE,400 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 60 + INAL,FALTA DE AR
BUDESONIDA,1006800930074,MIFLONIDE,400 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 30 + INAL,FALTA DE AR
BUDESONIDA,1006800930041,MIFLONIDE,400 MCG CAP GEL DURA P/ INAL CT BL AL PLAS INC X 30,FALTA DE AR
BUDESONIDA,1121301730029,BUSONID,"0,05 MG/DOSE AER BUCAL CT FR AL X 5 ML (100 DOSES)",FALTA DE AR
BUDESONIDA,1121301730045,BUSONID,"0,200 MG/DOSE  AER BUCAL CT FR AL X 5 ML (100 DOSES)",FALTA DE AR
BUDESONIDA,1161800760054,PULMICORT,"0,25 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML",FALTA DE AR
BUDESONIDA,1161800760046,PULMICORT,"0,25 MG/ML SUS P/ NEBULIZACAO CT 5 FR PLAS X 2 ML",FALTA DE AR
BUDESONIDA,1161800760070,PULMICORT,"0,5 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML",FALTA DE AR
BUDESONIDA,1161800760062,PULMICORT,"0,5 MG/ML SUS P/ NEBULIZACAO CT 5 FR PLAS X 2 ML",FALTA DE AR
BUDESONIDA,1121301730274,BUSONID,100 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 6 ML(120 DOSES),FALTA DE AR
BUDESONIDA,1121301730347,BUSONID,100 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3 ML(60 DOSES),FALTA DE AR
BUDESONIDA,1121301730290,BUSONID,32 MCG/ DOSE SUS AQUOSA NAS CT FR PLAS OPC X 6 ML (120 DOSES),FALTA DE AR
BUDESONIDA,1121301730312,BUSONID,32 MCG/ DOSE SUS AQUOSA NAS CT FR PLAS OPC X 3 ML (60 DOSES),FALTA DE AR
BUTILBROMETO DE ESCOPOLAMINA,1624100240012,BUTILBROMETO DE ESCOPOLAMINA,10 MG / ML SOL OR CT FR PET AMB X 20 ML ,NÁUSEA
BUTILBROMETO DE ESCOPOLAMINA,1624100240047,BUTILBROMETO DE ESCOPOLAMINA,10 MG / ML SOL OR CX 48 FR PET AMB X 20 ML (EMB HOSP),NÁUSEA
BUTILBROMETO DE ESCOPOLAMINA,1624100240055,BUTILBROMETO DE ESCOPOLAMINA,10 MG / ML SOL OR CX 96 FR PET AMB X 20 ML (EMB HOSP),NÁUSEA
CAPSAICINA,1011801350027,MOMENT,"0,25 MG/G CREM DERM CT BG AL X 50 G",DOR NAS ARTICULAÇÕES
CAPSAICINA,1011801350019,MOMENT,"0,75 MG/G CREM DERM CT BG AL X 50 G",DOR NAS ARTICULAÇÕES
CAPSAICINA,1011801350043,MOMENT,"0,25 MG/ML LOC TOP CT FR PLAS OPC X 60 ML",DOR NAS ARTICULAÇÕES
CARBAMAZEPINA,1558400660031,CARBAMAZEPINA,200 MG COM CX BL AL PLAS PVC INC X 200 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1018105200016,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1018105200040,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1018105200024,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1018105200032,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 60,CONVULSÕES
CARBAMAZEPINA,1037004720029,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1037004720010,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1037004720088,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 50 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1037004720118,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 500 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1046500450025,TEGREX,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1046500450017,TEGREX,200 MG COM CX BL AL PLAS INC X 500 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1046504070014,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20 ,CONVULSÕES
CARBAMAZEPINA,1046504070022,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1103901010029,FURP-CARBAMAZEPINA,200 MG COM CX 50 BL AL PLAS INC X 10 ( EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1103901010053,FURP -CARBAMAZEPINA,200 MG COM CX BL AL PLAS OPC X 500  ( EMB HOSP) ,CONVULSÕES
CARBAMAZEPINA,1071501010011,TEGREZIN,200 MG COM CT ENV KRAFT PE X 20,CONVULSÕES
CARBAMAZEPINA,1071501010021,TEGREZIN,200 MG COM CT ENV KRAFT PE X 200 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1071501010038,TEGREZIN,200 MG COM CT ENV KRAFT PE X 500 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1029800440076,TEGRETARD,200 MG COM CX 20 BL AL PLAS INC X 10 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1029800440068,TEGRETARD,200 MG COM CT 2 BL AL PLAS INC X 10,CONVULSÕES
CARBAMAZEPINA,1058302830070,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1121302240017,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1006800850046,TEGRETOL,200 MG COM CT  BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1006800850070,TEGRETOL,200 MG COM CT BL AL PLAS INC X 60,CONVULSÕES
CARBAMAZEPINA,1023505480071,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1049701720067,UNI-CARBAMAZ,200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1049713310012,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1049713310055,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1049713310020,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1071402470014,CARBAMAZEPINA,200 MG COM CT BL AL PLAS INC X 20 ,CONVULSÕES
CARBAMAZEPINA,1071402470022,CARBAMAZEPINA,200 MG COM CX BL AL PLAS INC X 500 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1018105200059,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1018105200067,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1037004720061,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 30,CONVULSÕES
CARBAMAZEPINA,1037004720053,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 20 ,CONVULSÕES
CARBAMAZEPINA,1037004720134,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 500 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1029800440041,TEGRETARD,400 MG COM CX 20 ENV AL POLIET X 10 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1029800440051,TEGRETARD,400 MG COM CT 2 BL AL PLAS INC X 10,CONVULSÕES
CARBAMAZEPINA,1058302830011,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1006800850011,TEGRETOL,400 MG COM CT  BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1023505480012,CARBAMAZEPINA,400 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1006800850054,TEGRETOL CR,200 MG COM LIB PROL CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1006800850089,TEGRETOL CR,200 MG COM LIB PROL CT BL AL PLAS INC X 60,CONVULSÕES
CARBAMAZEPINA,1006800850062,TEGRETOL CR,400 MG COM LIB PROL CT BL AL PLAS INC X 20,CONVULSÕES
CARBAMAZEPINA,1006800850100,TEGRETOL CR,400 MG COM LIB PROL CT BL AL PLAS INC X 60,CONVULSÕES
CARBAMAZEPINA,1058306790014,CARBAMAZEPINA  (PORT 344/98 LISTA C1),400 MG COM REV DESINT LENTA CT BL AL PLAS OPC X 20 ,CONVULSÕES
CARBAMAZEPINA,1058306790049,CARBAMAZEPINA  (PORT 344/98 LISTA C1),400 MG COM REV DESINT LENTA CT BL AL PLAS OPC X 60 (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1018104850017,CARBAMAZEPINA,20 MG/ML SUS OR CT FR VD AMB X 100 ML + DOSAD,CONVULSÕES
CARBAMAZEPINA,1134301800045,CARBAMAZEPINA,20 MG/ML SUS OR CX 50 FR PLAS AMB X 100 ML + 50 CP MED (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1134301800010,CARBAMAZEPINA,20 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED,CONVULSÕES
CARBAMAZEPINA,1134301800037,CARBAMAZEPINA,20 MG/ML SUS OR CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP),CONVULSÕES
CARBAMAZEPINA,1134301800029,CARBAMAZEPINA,20 MG/ML SUS OR CT FR PLAS AMB X 100 ML + CP MED,CONVULSÕES
CARBAMAZEPINA,1006800850021,TEGRETOL,20 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,CONVULSÕES
CARBAMAZEPINA,1049701720040,UNI CARBAMAZ,20 MG/ML SUS OR CT FR VD AMB X 100 ML,CONVULSÕES
CARBAMAZEPINA,1049713440013,CARBAMAZEPINA,20 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED,CONVULSÕES
CARBAMAZEPINA,1071402520038,CARBAMAZEPINA,20 MG/ML SUS OR CT FR PET AMB X 100 ML,CONVULSÕES
CARBAMAZEPINA,1071402520046,CARBAMAZEPINA,20 MG/ML SUS OR CX 50 FR PET AMB X 100 ML (EMB. HOSP),CONVULSÕES
CARBOCISTEÍNA,1063902020149,MUCOLITIC,250 MG CART 15 ENV X 4 G,TOSSE
CARBOCISTEÍNA,1624100100016,CARBOCISTEÍNA,50 MG/ML SOL OR CT FR PLAS GOT X 20 ML,TOSSE
CARBOCISTEÍNA,1624100100024,CARBOCISTEÍNA,50 MG /ML SOL OR CX 48 FR PLAS GOT X 20 ML (EMB HOSP),TOSSE
CARBOCISTEÍNA,1018103520013,CARBOCISTEINA,50 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT,TOSSE
CARBOCISTEÍNA,1156000250039,MUCOLIX,50 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,TOSSE
CARBOCISTEÍNA,1156000250128,MUCOLIX,50 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ,TOSSE
CARBOCISTEÍNA,1044001590062,SANTÓSS,50 MG/ML SOL ORAL CT FR PLAS OPC GOT X 20 ML,TOSSE
CARBOCISTEÍNA,1023507320020,CARBOCISTEINA,50 MG/ML SOL OR CT FR VD AMB X 20 ML  ,TOSSE
CARBOCISTEÍNA,1063902020238,MUCOLITIC,PEDIÁTRICO GOTAS FR 20 ML,TOSSE
CARBOCISTEÍNA,1049713150015,MUCOFAN,50 MG/ML SOL OR CT FR VD AMB CGT X 20 ML  ,TOSSE
CARBOCISTEÍNA,1044001590023,SANTÓSS,20 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1356906360013,MUCOTOSS,20 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1438100370029,CARBOCIN,20 MG/ML XPE PED CT FR VD AMB,TOSSE
CARBOCISTEÍNA,1438100940011,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1438100940038,CARBOCISTEÍNA,20 MG/ML XPE CT FR PLAS AMB X 100 ML ,TOSSE
CARBOCISTEÍNA,1542300810019,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1542300810078,CARBOCISTEÍNA,20 MG/ML XPE CT FR PEAD X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1542300810086,CARBOCISTEÍNA,20 MG/ML XPE CX 60 FR PEAD X 100 ML + 60 CP MED (EMB HOSP),TOSSE
CARBOCISTEÍNA,1542301030033,FLUILITIC,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1542301030076,FLUILITIC,20 MG/ML XPE CT FR PEAD X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1542301030084,FLUILITIC,20 MG/ML XPE CX 60 FR PEAD X 100 ML + 60 CP MED (EMB HOSP),TOSSE
CARBOCISTEÍNA,1018103530019,CARBOCISTEINA,20 MG/ML XPE 100 ML,TOSSE
CARBOCISTEÍNA,1037003970013,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1037001800021,FLUITOSS,20 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1037001800056,FLUITOSS,20 MG/ML XPE CT FR PLAS AMB X 100 ML + COP,TOSSE
CARBOCISTEÍNA,1156000250101,MUCOLIX,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1091700740014,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1091700740022,CARBOCISTEÍNA,20 MG/ML XPE CT 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP),TOSSE
CARBOCISTEÍNA,1169500210011,BRONCOVIT,20 MG/ML XPE CX VD X 100ML,TOSSE
CARBOCISTEÍNA,1046501470021,MUCOCISTEIN,XPE INF (VD C/100ML),TOSSE
CARBOCISTEÍNA,1046503940031,CARBOCISTEINA,XPE INF 20MG/ML (FR C/100ML) + COPO MEDIDA,TOSSE
CARBOCISTEÍNA,1008902830024,CARBOCISTEINA,20MG/ML XPE CT FR PLAS AMB X 100ML,TOSSE
CARBOCISTEÍNA,1008901690029,MUCOFLUX,20 MG/ML XPE CT CART FR PLAS OPC X 100 ML,TOSSE
CARBOCISTEÍNA,1044001590089,SANTÓSS,20 MG/ML XPE CT FR VD AMB X 100 ML + COP,TOSSE
CARBOCISTEÍNA,1058301630019,MUCOTOSS,XPE INF FR X 100 ML,TOSSE
CARBOCISTEÍNA,1057701570023,CARBOFAN PEDIÁTRICO,FR 100 ML,TOSSE
CARBOCISTEÍNA,1121303350029,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD INC X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1023504610011,CARBOCISTEINA,XPE INF 100ML,TOSSE
CARBOCISTEÍNA,1063902020246,MUCOLITIC,20 MG/ML XPE CT FR PLAS TRANS X 100 ML,TOSSE
CARBOCISTEÍNA,1049713150031,MUCOFAN,20 MG/ML XPE CT FR PLAS TRANS X 100 ML  ,TOSSE
CARBOCISTEÍNA,1049713380010,CARBOCISTEÍNA,20 MG/ML XPE CT FR PLAS TRANS X 100 ML + CP MED ,TOSSE
CARBOCISTEÍNA,1476100170014,CARBOCISTEÍNA,20 MG/ML XPE INF CT FR PLAS TRANSP X 100 ML +CP MED,TOSSE
CARBOCISTEÍNA,1476100180011,CARBOTRAT,20 MG/ML XPE PED CT FR PLAS TRANS X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1267500850010,CARBOCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1256800340055,CARBOCISTEÍNA,20 MG/ML XPE CT FR PLAS OPC X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1256800340063,CARBOCISTEÍNA,20 MG/ML XPE CX 50 FR PLAS OPC X 80 ML + CP MED (EMB HOSP),TOSSE
CARBOCISTEÍNA,1256800340101,CARBOCISTEÍNA,20 MG/ML XPE CX 50 FR PLAS OPC X 100 ML + 50 CP MED,TOSSE
CARBOCISTEÍNA,1044001590010,SANTÓSS,50 MG/ML XPE CTNFR AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1356906360021,MUCOTOSS,50 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1384100340021,MUCOBRONQ,50 MG/ML XPE CT FR PET INC X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1384100340062,MUCOBRONQ,50 MG/ML XPE CX 50 FR PET INC X 100 ML + CP MED (EMB HOSP),TOSSE
CARBOCISTEÍNA,1438100370010,CARBOCIN,50 MG/ML XPE ADULTO CT FR VD,TOSSE
CARBOCISTEÍNA,1438100940021,CARBOCISTEÍNA,50 MG/ML XPE CT FR VD AMB X 100 ML,TOSSE
CARBOCISTEÍNA,1438100940046,CARBOCISTEÍNA,50 MG/ML XPE CT FR PLAS AMB X 100 ML ,TOSSE
CARBOCISTEÍNA,1542300810035,CARBOCISTEÍNA,50 MG/ML XPE CT FR VD AMB X 100 ML + CP MED,TOSSE
CARBOCISTEÍNA,1542300810061,CARBOCISTEÍNA,50 MG/ML XPE CX 60 FR PEAD X 100 ML + 60 CP MED (EMB HOSP),TOSSE
